player_name,legend,legend_category,BR Kills,BR Damage,BR Wins
AlgoSween,Ash,Assault,1005.0,413337.75395921886,57.861559073127886
AlgoSween,Seer,Recon,711.0,219056.0,38.99522380602201
AlgoSween,Mad Maggie,Assault,205.0,212522.68714015774,8.146638941443216
AlgoSween,Rampart,Controller,73.0,179388.20111501266,-0.056322880284754184
AlgoSween,Fuse,Assault,26.0,167590.3159393928,-2.9770744380212286
AllefSan,Wraith,Skirmisher,10501.0,2797012.5971014737,647.977661036225
AllefSan,Horizon,Skirmisher,10247.0,2669940.470119753,453.0
AllefSan,Octane,Skirmisher,5306.0,1532920.0,238.0
AllefSan,Valkyrie,Skirmisher,5185.0,1462596.478088813,317.6220167611803
AllefSan,Revenant,Skirmisher,4829.0,1373233.7733543308,295.4988773025806
AllefSan,Mirage,Support,3542.0,1065804.0,170.0
AllefSan,Lifeline,Support,3262.0,901305.0,186.0
AllefSan,Pathfinder,Skirmisher,3203.0,931655.0,153.0
AllefSan,Bangalore,Assault,2380.0,758488.6500544801,143.3090780494609
AllefSan,Loba,Support,1928.0,645028.1373017106,115.22014817505908
AllefSan,Vantage,Recon,1860.0,627958.8566220903,110.99437996386588
