player_name,BR Kills,BR Damage,BR Wins
BRO IM MASTER WITH FIRST ACOUNT,649,0,0
BRO IM MASTER WITH FIRST ACOUNT,502,0,0
BRO IM MASTER WITH FIRST ACOUNT,438,0,0
BRO IM MASTER WITH FIRST ACOUNT,333,0,0
BRO IM MASTER WITH FIRST ACOUNT,273,0,0
BRO IM MASTER WITH FIRST ACOUNT,257,0,0
BRO IM MASTER WITH FIRST ACOUNT,244,0,0
BRO IM MASTER WITH FIRST ACOUNT,220,0,0
BRO IM MASTER WITH FIRST ACOUNT,212,0,0
BRO IM MASTER WITH FIRST ACOUNT,192,0,0
B_I_T_S__,51276,13773546,3258
B_I_T_S__,10544,3030676,587
B_I_T_S__,9001,0,0
B_I_T_S__,5881,1753456,339
B_I_T_S__,3483,1076112,147
B_I_T_S__,2414,731640,129
B_I_T_S__,1778,0,0
B_I_T_S__,538,166572,25
B_I_T_S__,297,0,0
B_I_T_S__,163,46663,11
B_I_T_S__,104,40954,7
B_I_T_S__,104,0,0
Babby-Aiko,27118,7112807,0
Babby-Aiko,22610,6160046,0
Babby-Aiko,13666,3556241,0
Babby-Aiko,12537,3521939,653
Babby-Aiko,9567,2559198,457
Babby-Aiko,6453,1703042,347
Babby-Aiko,4692,1308939,298
Babby-Aiko,4181,901087,0
Babby-Aiko,3917,1124401,231
Babby-Aiko,3893,1109070,321
Babby-Aiko,3641,1076758,246
Babby-Aiko,3041,943533,0
Babby-Aiko,2467,506220,145
Babby-Aiko,2444,474727,117
Babby-Aiko,1936,0,0
Babby-Aiko,1353,358187,0
Babby-Aiko,705,197899,0
Babby-Aiko,549,0,0
Babby-Aiko,478,0,0
Babby-Aiko,412,126824,0
Babby-Aiko,194,61565,0
Babby-Aiko,131,34007,0
Babby-Aiko,130,34607,6
Babby-Aiko,88,0,0
BadFish-95,20293,5262659,1229
BadFish-95,16358,3648397,1060
BadFish-95,15028,3878280,1031
BadFish-95,10790,2789222,801
BadFish-95,4342,0,0
BadFish-95,3999,1017655,222
BadFish-95,572,0,0
BadFish-95,299,0,0
BadFish-95,130,38118,0
BakedLegend-,37435,10214999,2917
BakedLegend-,562,0,0
BakedLegend-,388,109335,0
BarbaricTV,70664,20618122,6586
BarbaricTV,4541,1964364,0
BarbaricTV,1908,723723,0
BarbaricTV,980,535025,0
BarbaricTV,271,93424,0
BarbaricTV,252,174328,0
BarbaricTV,124,44835,0
BarbaricTV,55,23804,0
BarbaricTV,8,4874,0
BbyBala,22181,6202253,1714
BbyBala,11815,2684859,0
BbyBala,7771,2178275,602
BbyBala,6312,1528658,0
BbyBala,5361,1469734,171
BbyBala,5338,1251222,350
BbyBala,4448,1246354,0
BbyBala,3542,499156,131
BbyBala,2553,704133,147
BbyBala,1777,464660,0
BbyBala,1463,347427,0
BbyBala,1345,407803,0
BbyBala,775,218966,33
BbyBala,712,200391,0
BbyBala,693,0,0
BbyBala,313,0,0
BbyBala,163,0,0
BbyBala,88,0,0
BbyBala,27,8616,0
BbyBala,0,201824,0
Behnny-,95658,21955632,5084
Behnny-,27868,6950608,1805
Behnny-,8718,2484651,0
Behnny-,7612,1889492,475
Behnny-,6572,1711946,525
Behnny-,6276,1450591,404
Behnny-,4410,1095601,337
Behnny-,4088,1044142,366
Behnny-,2388,632901,161
Behnny-,1977,473665,122
Behnny-,1820,428444,132
Behnny-,1608,0,0
Behnny-,1398,0,0
Behnny-,1121,287039,0
Behnny-,981,0,0
Behnny-,658,0,0
Behnny-,391,96935,1
Behnny-,362,0,0
Behnny-,263,77529,20
Behnny-,204,57680,0
Behnny-,187,0,0
Behnny-,186,40267,10
Behnny-,166,41899,0
Behnny-,118,0,0
Behnny-,36,0,0
Belker-x-,41487,10869926,2286
Belker-x-,22987,5819741,1326
Belker-x-,3501,1061055,181
Belker-x-,2945,0,0
Belker-x-,2856,817372,154
Belker-x-,2016,0,0
Belker-x-,2001,574531,137
Belker-x-,1638,505583,99
Belker-x-,1482,0,0
Belker-x-,690,191409,43
Belker-x-,218,66325,14
Belker-x-,180,0,0
Belker-x-,63,0,0
BigBoyGibby101,51210,12779502,3254
BigBoyGibby101,13271,3272903,801
BigBoyGibby101,13179,3285101,742
BigBoyGibby101,9723,0,0
BigBoyGibby101,2815,747218,158
BigBoyGibby101,2767,703091,165
BigBoyGibby101,2532,0,0
BigBoyGibby101,2364,598623,168
BigBoyGibby101,795,200790,52
BigBoyGibby101,406,0,0
BigBoyGibby101,140,0,0
BigBoyGibby101,82,19667,0
BigEqrth_,41704,13359014,1767
BigEqrth_,6080,1925823,227
BigEqrth_,2506,967443,0
BigEqrth_,1883,672200,70
BigEqrth_,1734,0,0
BigEqrth_,663,0,0
BigEqrth_,455,0,0
BigEqrth_,213,0,0
BigEqrth_,178,0,0
BigEqrth_,146,47618,6
BigEqrth_,139,0,0
BigEqrth_,55,0,0
BigPizzaaaaaaah,55608,14026312,4474
BigPizzaaaaaaah,17370,4531454,1282
